orth11046: Bcur|XP_011197057.1 Bdor|XP_011203026.1 Bole|XP_014088718.1 Ccap|XP_004536939.1
orth5878: Bcur|XP_011185224.1 Bdor|XP_011201848.1 Bole|XP_014098582.1 Ccap|XP_004524886.1
orth5699: Bcur|XP_011184765.1 Bdor|XP_011210363.1 Bole|XP_014097834.1 Ccap|XP_004530088.1
orth5698: Bcur|XP_011184763.1 Bdor|XP_011210365.1 Bole|XP_014097837.1 Ccap|XP_004530087.1
orth2614: Bcur|XP_011177819.1 Bdor|XP_011205264.1 Bole|XP_014093295.1 Ccap|XP_004531067.2
orth2615: Bcur|XP_011177821.1 Bdor|XP_011199741.1 Bole|XP_014094079.1 Ccap|XP_012159569.1
orth2616: Bcur|XP_011177822.1 Bdor|XP_011214728.1 Bole|XP_014095975.1 Ccap|XP_012159570.1
orth2617: Bcur|XP_011177826.1 Bdor|XP_011205718.1 Bole|XP_014093816.1 Ccap|XP_004522018.1
orth2610: Bcur|XP_011177815.1 Bdor|XP_011205717.1 Bole|XP_014093796.1 Ccap|XP_004522019.1
orth2611: Bcur|XP_011177816.1 Bdor|XP_011205267.1 Bole|XP_014093296.1 Ccap|XP_004531064.1
orth2612: Bcur|XP_011177817.1 Bdor|XP_011205266.1 Bole|XP_014093300.1 Ccap|XP_012159502.1
orth2613: Bcur|XP_011177818.1 Bdor|XP_011205200.1 Bole|XP_014093301.1 Ccap|XP_004531066.1
orth7020: Bcur|XP_011187790.1 Bdor|XP_011200539.1 Bole|XP_014099146.1 Ccap|XP_012161078.1
orth2618: Bcur|XP_011177828.1 Bdor|XP_011208772.1 Bole|XP_014103652.1 Ccap|XP_004537571.1
orth2619: Bcur|XP_011177831.1 Bdor|XP_011208771.1 Bole|XP_014103670.1 Ccap|XP_004537575.1
orth7021: Bcur|XP_011187792.1 Bdor|XP_011200538.1 Bole|XP_014101149.1 Ccap|XP_004535295.1
orth5157: Bcur|XP_011183466.1 Bdor|XP_011206433.1 Bole|XP_014086032.1 Ccap|XP_004518798.1
orth7022: Bcur|XP_011187794.1 Bdor|XP_011200535.1 Bole|XP_014094496.1 Ccap|XP_004535294.1
orth7023: Bcur|XP_011187795.1 Bdor|XP_011200534.1 Bole|XP_014094498.1 Ccap|XP_004535291.1
orth6513: Bcur|XP_011186673.1 Bdor|XP_011201911.1 Bole|XP_014094032.1 Ccap|XP_004534079.1
orth6512: Bcur|XP_011186671.1 Bdor|XP_011206216.1 Bole|XP_014092817.1 Ccap|XP_012160408.1
orth6511: Bcur|XP_011186669.1 Bdor|XP_011198079.1 Bole|XP_014092821.1 Ccap|XP_004534088.1
orth4652: Bcur|XP_011182296.1 Bdor|XP_011207997.1 Bole|XP_014087044.1 Ccap|XP_012162155.1
orth5154: Bcur|XP_011183460.1 Bdor|XP_011206424.1 Bole|XP_014086054.1 Ccap|XP_004518802.1
orth6510: Bcur|XP_011186666.1 Bdor|XP_011198057.1 Bole|XP_014092824.1 Ccap|XP_004534103.1
orth4653: Bcur|XP_011182298.1 Bdor|XP_011207992.1 Bole|XP_014087040.1 Ccap|XP_004537415.1
orth6517: Bcur|XP_011186680.1 Bdor|XP_011201948.1 Bole|XP_014097386.1 Ccap|XP_004534101.2
orth4650: Bcur|XP_011182293.1 Bdor|XP_011207999.1 Bole|XP_014087018.1 Ccap|XP_004537619.2
orth6516: Bcur|XP_011186679.1 Bdor|XP_011201913.1 Bole|XP_014094030.1 Ccap|XP_012160404.1
orth4123: Bcur|XP_011180841.1 Bdor|XP_011206449.1 Bole|XP_014102231.1 Ccap|XP_012155684.1
orth6515: Bcur|XP_011186676.1 Bdor|XP_011201909.1 Bole|XP_014094034.1 Ccap|XP_004534082.1
orth6514: Bcur|XP_011186675.1 Bdor|XP_011201910.1 Bole|XP_014094033.1 Ccap|XP_004534083.1
orth4657: Bcur|XP_011182306.1 Bdor|XP_011207985.1 Bole|XP_014087008.1 Ccap|XP_004537414.1
orth5155: Bcur|XP_011183462.1 Bdor|XP_011206430.1 Bole|XP_014085954.1 Ccap|XP_012160191.1
orth8961: Bcur|XP_011191816.1 Bdor|XP_011198793.1 Bole|XP_014098965.1 Ccap|XP_004534163.1
orth8962: Bcur|XP_011191817.1 Bdor|XP_011198792.1 Bole|XP_014098966.1 Ccap|XP_004534164.1
orth8963: Bcur|XP_011191818.1 Bdor|XP_011198794.1 Bole|XP_014098961.1 Ccap|XP_004534165.1
orth8964: Bcur|XP_011191819.1 Bdor|XP_011198795.1 Bole|XP_014098968.1 Ccap|XP_004534166.1
orth4654: Bcur|XP_011182301.1 Bdor|XP_011203625.1 Bole|XP_014091799.1 Ccap|XP_004533428.1
orth8966: Bcur|XP_011191824.1 Bdor|XP_011198776.1 Bole|XP_014099130.1 Ccap|XP_012160464.1
orth8967: Bcur|XP_011191836.1 Bdor|XP_011214022.1 Bole|XP_014088053.1 Ccap|XP_004535390.2
orth8968: Bcur|XP_011191839.1 Bdor|XP_011214021.1 Bole|XP_014088013.1 Ccap|XP_012160974.1
orth8969: Bcur|XP_011191841.1 Bdor|XP_011214023.1 Bole|XP_014088021.1 Ccap|XP_012161148.1
orth4655: Bcur|XP_011182303.1 Bdor|XP_011207990.1 Bole|XP_014087063.1 Ccap|XP_004537412.1
orth10845: Bcur|XP_011196620.1 Bdor|XP_011209806.1 Bole|XP_014097439.1 Ccap|XP_012155841.1
orth7936: Bcur|XP_011189679.1 Bdor|XP_011212045.1 Bole|XP_014092336.1 Ccap|XP_004530550.1
orth10847: Bcur|XP_011196623.1 Bdor|XP_011209808.1 Bole|XP_014097971.1 Ccap|XP_004526580.1
orth10846: Bcur|XP_011196622.1 Bdor|XP_011209807.1 Bole|XP_014098546.1 Ccap|XP_004526583.1
orth10841: Bcur|XP_011196612.1 Bdor|XP_011205040.1 Bole|XP_014095245.1 Ccap|XP_012159608.1
orth10840: Bcur|XP_011196610.1 Bdor|XP_011209797.1 Bole|XP_014103775.1 Ccap|XP_012155034.1
orth10843: Bcur|XP_011196617.1 Bdor|XP_011209802.1 Bole|XP_014086850.1 Ccap|XP_004526581.1
orth7937: Bcur|XP_011189681.1 Bdor|XP_011212048.1 Bole|XP_014093925.1 Ccap|XP_012159211.1
orth5153: Bcur|XP_011183459.1 Bdor|XP_011212689.1 Bole|XP_014095095.1 Ccap|XP_012157982.1
orth7934: Bcur|XP_011189676.1 Bdor|XP_011212168.1 Bole|XP_014092878.1 Ccap|XP_004530549.2
orth7935: Bcur|XP_011189677.1 Bdor|XP_011212044.1 Bole|XP_014092904.1 Ccap|XP_004530445.1
orth7932: Bcur|XP_011189673.1 Bdor|XP_011212043.1 Bole|XP_014092893.1 Ccap|XP_004530547.1
orth9092: Bcur|XP_011192129.1 Bdor|XP_011202382.1 Bole|XP_014102418.1 Ccap|XP_012156452.1
orth7933: Bcur|XP_011189674.1 Bdor|XP_011212042.1 Bole|XP_014092834.1 Ccap|XP_004530548.1
orth9182: Bcur|XP_011192346.1 Bdor|XP_011213790.1 Bole|XP_014085791.1 Ccap|XP_004520301.1
orth7930: Bcur|XP_011189671.1 Bdor|XP_011212033.1 Bole|XP_014093697.1 Ccap|XP_004530437.1
orth5150: Bcur|XP_011183456.1 Bdor|XP_011206420.1 Bole|XP_014086069.1 Ccap|XP_004518804.1
orth7931: Bcur|XP_011189672.1 Bdor|XP_011212035.1 Bole|XP_014093709.1 Ccap|XP_004530436.1
orth6835: Bcur|XP_011187385.1 Bdor|XP_011200781.1 Bole|XP_014089576.1 Ccap|XP_012156828.1
orth3278: Bcur|XP_011179278.1 Bdor|XP_011210206.1 Bole|XP_014103349.1 Ccap|XP_004535576.1
orth5151: Bcur|XP_011183457.1 Bdor|XP_011206422.1 Bole|XP_014085969.1 Ccap|XP_004518803.1
orth6836: Bcur|XP_011187386.1 Bdor|XP_011200782.1 Bole|XP_014089609.1 Ccap|XP_004524666.1
orth7939: Bcur|XP_011189683.1 Bdor|XP_011212049.1 Bole|XP_014093948.1 Ccap|XP_004530447.1
orth6575: Bcur|XP_011186814.1 Bdor|XP_011197751.1 Bole|XP_014089442.1 Ccap|XP_004520283.1
orth6574: Bcur|XP_011186810.1 Bdor|XP_011197752.1 Bole|XP_014089441.1 Ccap|XP_004520284.1
orth6577: Bcur|XP_011186818.1 Bdor|XP_011197746.1 Bole|XP_014089435.1 Ccap|XP_004520278.1
orth6576: Bcur|XP_011186815.1 Bdor|XP_011197749.1 Bole|XP_014089450.1 Ccap|XP_004520279.1
orth6571: Bcur|XP_011186805.1 Bdor|XP_011197760.1 Bole|XP_014089439.1 Ccap|XP_004520290.1
orth6570: Bcur|XP_011186802.1 Bdor|XP_011197762.1 Bole|XP_014089438.1 Ccap|XP_004520292.1
orth6573: Bcur|XP_011186809.1 Bdor|XP_011197753.1 Bole|XP_014089443.1 Ccap|XP_004520286.1
orth6572: Bcur|XP_011186807.1 Bdor|XP_011197756.1 Bole|XP_014089456.1 Ccap|XP_004520287.1
orth6579: Bcur|XP_011186820.1 Bdor|XP_011199527.1 Bole|XP_014088599.1 Ccap|XP_012163013.1
orth6578: Bcur|XP_011186819.1 Bdor|XP_011197745.1 Bole|XP_014089440.1 Ccap|XP_004520277.2
orth5387: Bcur|XP_011184046.1 Bdor|XP_011203816.1 Bole|XP_014091408.1 Ccap|XP_004519762.1
orth5386: Bcur|XP_011184041.1 Bdor|XP_011203809.1 Bole|XP_014091410.1 Ccap|XP_004519760.1
orth5385: Bcur|XP_011184040.1 Bdor|XP_011203808.1 Bole|XP_014091386.1 Ccap|XP_004519757.1
orth8060: Bcur|XP_011189950.1 Bdor|XP_011205428.1 Bole|XP_014087287.1 Ccap|XP_012154794.1
orth5384: Bcur|XP_011184038.1 Bdor|XP_011203807.1 Bole|XP_014091376.1 Ccap|XP_004519857.1
orth10719: Bcur|XP_011196297.1 Bdor|XP_011202229.1 Bole|XP_014094412.1 Ccap|XP_004526468.1
orth10718: Bcur|XP_011196295.1 Bdor|XP_011202230.1 Bole|XP_014102289.1 Ccap|XP_004537516.1
orth10715: Bcur|XP_011196291.1 Bdor|XP_011202233.1 Bole|XP_014102277.1 Ccap|XP_004537513.1
orth5383: Bcur|XP_011184037.1 Bdor|XP_011203874.1 Bole|XP_014091362.1 Ccap|XP_004519856.1
orth10717: Bcur|XP_011196294.1 Bdor|XP_011202231.1 Bole|XP_014102296.1 Ccap|XP_004537515.1
orth10716: Bcur|XP_011196292.1 Bdor|XP_011202232.1 Bole|XP_014102308.1 Ccap|XP_004537514.1
orth10711: Bcur|XP_011196276.1 Bdor|XP_011202249.1 Bole|XP_014103127.1 Ccap|XP_012162208.1
orth10710: Bcur|XP_011196272.1 Bdor|XP_011202256.1 Bole|XP_014085959.1 Ccap|XP_004537509.1
orth10713: Bcur|XP_011196284.1 Bdor|XP_011202236.1 Bole|XP_014103180.1 Ccap|XP_012162215.1
orth5382: Bcur|XP_011184035.1 Bdor|XP_011203805.1 Bole|XP_014091402.1 Ccap|XP_004519755.1
orth5381: Bcur|XP_011184033.1 Bdor|XP_011203804.1 Bole|XP_014091403.1 Ccap|XP_004519754.1
orth5380: Bcur|XP_011184017.1 Bdor|XP_011203800.1 Bole|XP_014091399.1 Ccap|XP_004519729.1
orth9707: Bcur|XP_011193638.1 Bdor|XP_011209342.1 Bole|XP_014097576.1 Ccap|XP_012158392.1
orth9706: Bcur|XP_011193634.1 Bdor|XP_011202759.1 Bole|XP_014086787.1 Ccap|XP_004523123.1
orth9705: Bcur|XP_011193629.1 Bdor|XP_011200354.1 Bole|XP_014097904.1 Ccap|XP_004524813.2
orth9704: Bcur|XP_011193628.1 Bdor|XP_011208369.1 Bole|XP_014092711.1 Ccap|XP_012158503.1
orth9703: Bcur|XP_011193627.1 Bdor|XP_011199566.1 Bole|XP_014100751.1 Ccap|XP_012155304.1
orth9702: Bcur|XP_011193623.1 Bdor|XP_011202763.1 Bole|XP_014086786.1 Ccap|XP_004523125.1
orth9701: Bcur|XP_011193618.1 Bdor|XP_011202564.1 Bole|XP_014098003.1 Ccap|XP_012155292.1
orth9700: Bcur|XP_011193607.1 Bdor|XP_011201679.1 Bole|XP_014100422.1 Ccap|XP_012157925.1
orth8069: Bcur|XP_011189975.1 Bdor|XP_011198410.1 Bole|XP_014085683.1 Ccap|XP_012161877.1
orth9709: Bcur|XP_011193640.1 Bdor|XP_011202391.1 Bole|XP_014102429.1 Ccap|XP_004523961.1
orth8068: Bcur|XP_011189974.1 Bdor|XP_011201723.1 Bole|XP_014085668.1 Ccap|XP_004522939.1
orth3439: Bcur|XP_011179600.1 Bdor|XP_011200167.1 Bole|XP_014087225.1 Ccap|XP_004525233.1
orth3438: Bcur|XP_011179599.1 Bdor|XP_011200171.1 Bole|XP_014087180.1 Ccap|XP_004525224.1
orth3437: Bcur|XP_011179594.1 Bdor|XP_011200173.1 Bole|XP_014087220.1 Ccap|XP_012157106.1
orth3436: Bcur|XP_011179593.1 Bdor|XP_011200254.1 Bole|XP_014088494.1 Ccap|XP_004522120.1
orth3435: Bcur|XP_011179592.1 Bdor|XP_011200180.1 Bole|XP_014087158.1 Ccap|XP_004525219.1
orth3434: Bcur|XP_011179590.1 Bdor|XP_011200179.1 Bole|XP_014087168.1 Ccap|XP_004525217.1
orth3433: Bcur|XP_011179589.1 Bdor|XP_011200181.1 Bole|XP_014087174.1 Ccap|XP_004525216.1
orth3432: Bcur|XP_011179587.1 Bdor|XP_011200183.1 Bole|XP_014087186.1 Ccap|XP_004525214.1
orth3431: Bcur|XP_011179579.1 Bdor|XP_011200258.1 Bole|XP_014088445.1 Ccap|XP_004522118.1
orth3430: Bcur|XP_011179578.1 Bdor|XP_011200191.1 Bole|XP_014087200.1 Ccap|XP_012157104.1
orth7956: Bcur|XP_011189720.1 Bdor|XP_011213478.1 Bole|XP_014098405.1 Ccap|XP_004523080.1
orth7226: Bcur|XP_011188237.1 Bdor|XP_011198131.1 Bole|XP_014092891.1 Ccap|XP_004519715.1
orth7227: Bcur|XP_011188238.1 Bdor|XP_011198132.1 Bole|XP_014092894.1 Ccap|XP_004519714.1
orth7224: Bcur|XP_011188231.1 Bdor|XP_011198133.1 Bole|XP_014092874.1 Ccap|XP_004519713.1
orth7225: Bcur|XP_011188232.1 Bdor|XP_011198129.1 Bole|XP_014092877.1 Ccap|XP_004519853.1
orth7222: Bcur|XP_011188228.1 Bdor|XP_011198140.1 Bole|XP_014094456.1 Ccap|XP_004519709.1
orth7223: Bcur|XP_011188230.1 Bdor|XP_011198134.1 Bole|XP_014092876.1 Ccap|XP_004519852.2
orth7220: Bcur|XP_011188226.1 Bdor|XP_011198135.1 Bole|XP_014100511.1 Ccap|XP_004519712.1
orth7221: Bcur|XP_011188227.1 Bdor|XP_011198139.1 Bole|XP_014094462.1 Ccap|XP_004519850.1
orth7738: Bcur|XP_011189297.1 Bdor|XP_011202557.1 Bole|XP_014101126.1 Ccap|XP_012160381.1
orth7739: Bcur|XP_011189298.1 Bdor|XP_011202556.1 Bole|XP_014100339.1 Ccap|XP_004533990.1
orth7228: Bcur|XP_011188239.1 Bdor|XP_011198128.1 Bole|XP_014092890.1 Ccap|XP_004519717.1
orth7229: Bcur|XP_011188240.1 Bdor|XP_011204590.1 Bole|XP_014092879.1 Ccap|XP_012162724.1
orth5050: Bcur|XP_011183181.1 Bdor|XP_011209401.1 Bole|XP_014089706.1 Ccap|XP_004531101.1
orth11008: Bcur|XP_011196995.1 Bdor|XP_011208075.1 Bole|XP_014089255.1 Ccap|XP_004522314.1
orth11009: Bcur|XP_011196996.1 Bdor|XP_011208739.1 Bole|XP_014091080.1 Ccap|XP_012156519.1
orth11002: Bcur|XP_011196979.1 Bdor|XP_011208327.1 Bole|XP_014091152.1 Ccap|XP_004524051.1
orth11003: Bcur|XP_011196985.1 Bdor|XP_011208331.1 Bole|XP_014091083.1 Ccap|XP_004524131.2
orth11000: Bcur|XP_011196973.1 Bdor|XP_011208318.1 Bole|XP_014091132.1 Ccap|XP_004524059.1
orth11001: Bcur|XP_011196977.1 Bdor|XP_011208322.1 Bole|XP_014091143.1 Ccap|XP_004524054.1
orth11006: Bcur|XP_011196991.1 Bdor|XP_011208740.1 Bole|XP_014091055.1 Ccap|XP_012156521.1
orth11007: Bcur|XP_011196992.1 Bdor|XP_011208742.1 Bole|XP_014091137.1 Ccap|XP_004524048.1
orth11004: Bcur|XP_011196987.1 Bdor|XP_011208332.1 Bole|XP_014091095.1 Ccap|XP_012156523.1
orth11005: Bcur|XP_011196990.1 Bdor|XP_011208741.1 Bole|XP_014091156.1 Ccap|XP_004524050.1
orth4429: Bcur|XP_011181779.1 Bdor|XP_011201448.1 Bole|XP_014087602.1 Ccap|XP_004535024.1
orth4428: Bcur|XP_011181778.1 Bdor|XP_011202904.1 Bole|XP_014087603.1 Ccap|XP_012160878.1
orth8153: Bcur|XP_011190134.1 Bdor|XP_011199501.1 Bole|XP_014091422.1 Ccap|XP_012161829.1
orth8152: Bcur|XP_011190132.1 Bdor|XP_011201759.1 Bole|XP_014092945.1 Ccap|XP_012159788.1
orth8155: Bcur|XP_011190136.1 Bdor|XP_011199476.1 Bole|XP_014091425.1 Ccap|XP_004519095.1
orth8154: Bcur|XP_011190135.1 Bdor|XP_011199475.1 Bole|XP_014091424.1 Ccap|XP_004519094.1
orth8157: Bcur|XP_011190142.1 Bdor|XP_011199482.1 Bole|XP_014098119.1 Ccap|XP_004519096.1
orth8156: Bcur|XP_011190137.1 Bdor|XP_011199477.1 Bole|XP_014091420.1 Ccap|XP_004519171.1
orth4421: Bcur|XP_011181753.1 Bdor|XP_011201467.1 Bole|XP_014087642.1 Ccap|XP_004535040.1
orth4420: Bcur|XP_011181752.1 Bdor|XP_011201469.1 Bole|XP_014087654.1 Ccap|XP_004535370.1
orth4423: Bcur|XP_011181757.1 Bdor|XP_011201461.1 Bole|XP_014087622.1 Ccap|XP_012160886.1
orth4422: Bcur|XP_011181754.1 Bdor|XP_011201465.1 Bole|XP_014087640.1 Ccap|XP_004535041.1
orth4425: Bcur|XP_011181768.1 Bdor|XP_011201458.1 Bole|XP_014087581.1 Ccap|XP_012160885.1
orth4424: Bcur|XP_011181762.1 Bdor|XP_011201455.1 Bole|XP_014087661.1 Ccap|XP_012160883.1
orth4427: Bcur|XP_011181777.1 Bdor|XP_011201449.1 Bole|XP_014087582.1 Ccap|XP_004535366.1
orth4426: Bcur|XP_011181775.1 Bdor|XP_011201451.1 Bole|XP_014087630.1 Ccap|XP_004535028.1
orth9436: Bcur|XP_011192957.1 Bdor|XP_011208762.1 Bole|XP_014096018.1 Ccap|XP_004537582.1
orth5778: Bcur|XP_011184946.1 Bdor|XP_011206752.1 Bole|XP_014093983.1 Ccap|XP_012156541.1
orth2869: Bcur|XP_011178423.1 Bdor|XP_011207824.1 Bole|XP_014086554.1 Ccap|XP_004526606.1
orth2868: Bcur|XP_011178422.1 Bdor|XP_011207823.1 Bole|XP_014086553.1 Ccap|XP_004526608.1
orth2867: Bcur|XP_011178420.1 Bdor|XP_011207826.1 Bole|XP_014086386.1 Ccap|XP_004526610.1
orth2866: Bcur|XP_011178419.1 Bdor|XP_011207827.1 Bole|XP_014086376.1 Ccap|XP_004526612.1
orth2865: Bcur|XP_011178415.1 Bdor|XP_011205766.1 Bole|XP_014096703.1 Ccap|XP_012155505.1
orth2864: Bcur|XP_011178404.1 Bdor|XP_011207836.1 Bole|XP_014086431.1 Ccap|XP_012157886.1
orth2863: Bcur|XP_011178400.1 Bdor|XP_011205764.1 Bole|XP_014093063.1 Ccap|XP_004522050.1
orth2862: Bcur|XP_011178398.1 Bdor|XP_011207832.1 Bole|XP_014086437.1 Ccap|XP_012157880.1
orth2861: Bcur|XP_011178397.1 Bdor|XP_011207830.1 Bole|XP_014086436.1 Ccap|XP_004526618.1
orth2860: Bcur|XP_011178395.1 Bdor|XP_011207828.1 Bole|XP_014086435.1 Ccap|XP_004526613.1
orth10949: Bcur|XP_011196851.1 Bdor|XP_011211327.1 Bole|XP_014098301.1 Ccap|XP_012162017.1
orth5480: Bcur|XP_011184286.1 Bdor|XP_011197939.1 Bole|XP_014091189.1 Ccap|XP_004517821.1
orth5481: Bcur|XP_011183926.1 Bdor|XP_011210019.1 Bole|XP_014103172.1 Ccap|XP_012160097.1
orth5482: Bcur|XP_011183970.1 Bdor|XP_011203868.1 Bole|XP_014089506.1 Ccap|XP_004537325.1
orth5483: Bcur|XP_011183940.1 Bdor|XP_011212729.1 Bole|XP_014088675.1 Ccap|XP_012157963.1
orth5484: Bcur|XP_011184287.1 Bdor|XP_011205698.1 Bole|XP_014099331.1 Ccap|XP_004518775.1
orth5485: Bcur|XP_011184288.1 Bdor|XP_011212746.1 Bole|XP_014088657.1 Ccap|XP_012157951.1
orth5486: Bcur|XP_011184294.1 Bdor|XP_011212748.1 Bole|XP_014088637.1 Ccap|XP_004526753.1
orth5487: Bcur|XP_011184296.1 Bdor|XP_011198586.1 Bole|XP_014089738.1 Ccap|XP_012159327.1
orth5488: Bcur|XP_011184298.1 Bdor|XP_011212749.1 Bole|XP_014088673.1 Ccap|XP_004526752.1
orth5489: Bcur|XP_011184299.1 Bdor|XP_011198585.1 Bole|XP_014089822.1 Ccap|XP_004530688.1
orth10945: Bcur|XP_011196841.1 Bdor|XP_011211315.1 Bole|XP_014094258.1 Ccap|XP_004537140.1
orth7040: Bcur|XP_011187836.1 Bdor|XP_011200460.1 Bole|XP_014099992.1 Ccap|XP_004522169.1
orth10947: Bcur|XP_011196846.1 Bdor|XP_011211321.1 Bole|XP_014094246.1 Ccap|XP_004537136.1
orth5058: Bcur|XP_011183198.1 Bdor|XP_011209385.1 Bole|XP_014089672.1 Ccap|XP_012161537.1
orth10943: Bcur|XP_011196838.1 Bdor|XP_011209941.1 Bole|XP_014093024.1 Ccap|XP_004535823.1
orth4318: Bcur|XP_011181547.1 Bdor|XP_011205527.1 Bole|XP_014094838.1 Ccap|XP_004533506.1
orth2289: Bcur|XP_011177127.1 Bdor|XP_011204914.1 Bole|XP_014091054.1 Ccap|XP_004522251.1
orth2288: Bcur|XP_011177124.1 Bdor|XP_011204427.1 Bole|XP_014094630.1 Ccap|XP_012156927.1
orth2283: Bcur|XP_011177115.1 Bdor|XP_011201827.1 Bole|XP_014094623.1 Ccap|XP_012156930.1
orth2282: Bcur|XP_011177113.1 Bdor|XP_011203305.1 Bole|XP_014092582.1 Ccap|XP_004520395.1
orth2281: Bcur|XP_011177110.1 Bdor|XP_011211782.1 Bole|XP_014091048.1 Ccap|XP_012154611.1
orth2280: Bcur|XP_011177109.1 Bdor|XP_011212148.1 Bole|XP_014092760.1 Ccap|XP_004520416.1
orth2287: Bcur|XP_011177123.1 Bdor|XP_011204428.1 Bole|XP_014094629.1 Ccap|XP_004524870.1
orth2286: Bcur|XP_011177122.1 Bdor|XP_011201898.1 Bole|XP_014094628.1 Ccap|XP_004525106.1
orth2285: Bcur|XP_011177120.1 Bdor|XP_011201819.1 Bole|XP_014094631.1 Ccap|XP_004524871.1
orth2284: Bcur|XP_011177119.1 Bdor|XP_011201820.1 Bole|XP_014094625.1 Ccap|XP_004524874.1
orth9952: Bcur|XP_011194329.1 Bdor|XP_011202324.1 Bole|XP_014098127.1 Ccap|XP_004536818.1
orth9953: Bcur|XP_011194330.1 Bdor|XP_011201454.1 Bole|XP_014098214.1 Ccap|XP_004519353.1
orth9950: Bcur|XP_011194311.1 Bdor|XP_011202809.1 Bole|XP_014086825.1 Ccap|XP_004523175.1
orth9951: Bcur|XP_011194328.1 Bdor|XP_011198024.1 Bole|XP_014098259.1 Ccap|XP_012161858.1
orth9956: Bcur|XP_011194333.1 Bdor|XP_011200736.1 Bole|XP_014097040.1 Ccap|XP_004519354.1
orth9957: Bcur|XP_011194334.1 Bdor|XP_011213609.1 Bole|XP_014097106.1 Ccap|XP_004519357.1
orth9954: Bcur|XP_011194331.1 Bdor|XP_011200748.1 Bole|XP_014097036.1 Ccap|XP_004519355.1
orth9955: Bcur|XP_011194332.1 Bdor|XP_011198566.1 Bole|XP_014097037.1 Ccap|XP_004519358.1
orth9958: Bcur|XP_011194335.1 Bdor|XP_011205793.1 Bole|XP_014098041.1 Ccap|XP_004519352.1
orth9959: Bcur|XP_011194337.1 Bdor|XP_011203879.1 Bole|XP_014093621.1 Ccap|XP_004519443.1
orth2131: Bcur|XP_011176805.1 Bdor|XP_011211917.1 Bole|XP_014091418.1 Ccap|XP_004523596.1
orth2130: Bcur|XP_011176802.1 Bdor|XP_011211918.1 Bole|XP_014095543.1 Ccap|XP_004523598.1
orth2133: Bcur|XP_011176807.1 Bdor|XP_011211897.1 Bole|XP_014091704.1 Ccap|XP_004523584.1
orth2132: Bcur|XP_011176806.1 Bdor|XP_011211899.1 Bole|XP_014091744.1 Ccap|XP_004523583.1
orth2135: Bcur|XP_011176809.1 Bdor|XP_011211894.1 Bole|XP_014091693.1 Ccap|XP_004523585.1
orth2134: Bcur|XP_011176808.1 Bdor|XP_011208022.1 Bole|XP_014099384.1 Ccap|XP_004522269.1
orth2137: Bcur|XP_011176811.1 Bdor|XP_011211892.1 Bole|XP_014091717.1 Ccap|XP_004523587.1
orth2136: Bcur|XP_011176810.1 Bdor|XP_011211893.1 Bole|XP_014091729.1 Ccap|XP_004523586.1
orth2139: Bcur|XP_011176814.1 Bdor|XP_011212156.1 Bole|XP_014091669.1 Ccap|XP_012156231.1
orth2138: Bcur|XP_011176813.1 Bdor|XP_011211891.1 Bole|XP_014091681.1 Ccap|XP_004523588.1
orth2436: Bcur|XP_011177422.1 Bdor|XP_011205092.1 Bole|XP_014087505.1 Ccap|XP_004520104.1
orth9801: Bcur|XP_011193877.1 Bdor|XP_011202783.1 Bole|XP_014086788.1 Ccap|XP_004523145.1
orth10794: Bcur|XP_011196469.1 Bdor|XP_011209658.1 Bole|XP_014095371.1 Ccap|XP_004536347.2
orth9803: Bcur|XP_011193881.1 Bdor|XP_011214236.1 Bole|XP_014097108.1 Ccap|XP_004536652.2
orth9807: Bcur|XP_011193898.1 Bdor|XP_011202785.1 Bole|XP_014086790.1 Ccap|XP_004523146.1
orth7509: Bcur|XP_011188832.1 Bdor|XP_011197267.1 Bole|XP_014086267.1 Ccap|XP_012159993.1
orth7508: Bcur|XP_011188827.1 Bdor|XP_011201261.1 Bole|XP_014091430.1 Ccap|XP_012155609.1
orth7507: Bcur|XP_011188825.1 Bdor|XP_011197268.1 Bole|XP_014086271.1 Ccap|XP_004533238.1
orth7506: Bcur|XP_011188824.1 Bdor|XP_011197270.1 Bole|XP_014086260.1 Ccap|XP_004533240.1
orth7505: Bcur|XP_011188823.1 Bdor|XP_011199428.1 Bole|XP_014086261.1 Ccap|XP_012159995.1
orth7504: Bcur|XP_011188822.1 Bdor|XP_011199423.1 Bole|XP_014086256.1 Ccap|XP_004533246.1
orth7503: Bcur|XP_011188821.1 Bdor|XP_011199417.1 Bole|XP_014086248.1 Ccap|XP_004533247.1
orth7502: Bcur|XP_011188820.1 Bdor|XP_011199414.1 Bole|XP_014086255.1 Ccap|XP_004533251.1
orth7501: Bcur|XP_011188819.1 Bdor|XP_011199412.1 Bole|XP_014086244.1 Ccap|XP_004533253.1
orth7500: Bcur|XP_011188818.1 Bdor|XP_011199411.1 Bole|XP_014086243.1 Ccap|XP_004533252.1
orth8798: Bcur|XP_011191443.1 Bdor|XP_011197664.1 Bole|XP_014102607.1 Ccap|XP_004535492.1
orth8792: Bcur|XP_011191436.1 Bdor|XP_011212487.1 Bole|XP_014090552.1 Ccap|XP_004523433.1
orth4312: Bcur|XP_011181531.1 Bdor|XP_011205534.1 Bole|XP_014102900.1 Ccap|XP_012160140.1
orth8791: Bcur|XP_011191435.1 Bdor|XP_011197675.1 Bole|XP_014102678.1 Ccap|XP_004535484.1
