orth2333: Afra|m.10026 Aobl|m.12854 Asus|M.10026_R0 Bcor|m.49852 Bcur|XP_011176775.1 Bdor|XP_011207020.1 Bjar|m.26921 Blat|m.41225 Bmin|m.16652 Bole|XP_014097011.1 Btry|M.41225_R0 Bzon|m.21935 Ccap|XP_004523616.1
orth9304: Afra|m.17408 Bcor|m.47089 Bcur|XP_011178831.1 Bdor|XP_011201101.1 Blat|m.44057 Bole|XP_014088556.1 Btry|M.44057_R0 Bzon|m.20880 Ccap|XP_004533808.1
orth9305: Bmin|m.9539 Bcor|m.10509 Bcur|XP_011195409.1 Bdor|XP_011198296.1 Blat|m.10437 Bole|XP_014099730.1 Bzon|m.36020 Ccap|XP_004524415.2 Btry|M.19776_R0
orth9306: Afra|m.17520 Bcor|m.24195 Bcur|XP_011182628.1 Bdor|XP_011202732.1 Blat|m.10352 Bole|XP_014095153.1 Btry|M.10354_R0 Bzon|m.34582 Ccap|XP_012160425.1
orth9307: Afra|m.176 Asus|M.176_R0 Bcur|XP_011178894.1 Bdor|XP_011206631.1 Bjar|m.1385 Bmin|m.22052 Bole|XP_014101453.1 Bzon|m.3915 Ccap|XP_004533828.2
orth9309: Afra|m.17638 Asus|M.17638_R0 Bcor|m.39913 Bcur|XP_011196929.1 Bdor|XP_011208274.1 Bmin|m.8734 Bole|XP_014087846.1 Bzon|m.8876 Ccap|XP_004518147.1
orth9310: Afra|m.17642 Bcor|m.47059 Bcur|XP_011177251.1 Bdor|XP_011208537.1 Blat|m.29973 Bmin|m.11487 Bole|XP_014087050.1 Bzon|m.4417 Ccap|XP_012158872.1
orth9311: Afra|m.17682 Asus|M.17682_R0 Bcor|m.20747 Bcur|XP_011187324.1 Bdor|XP_011198964.1 Bmin|m.26037 Bole|XP_014087525.1 Bzon|m.52274 Ccap|XP_004520622.1
orth9312: Afra|m.17684 Asus|M.17684_R0 Bcor|m.39988 Bcur|XP_011180307.1 Bdor|XP_011198988.1 Bmin|m.5266 Bole|XP_014087343.1 Bzon|m.47461 Ccap|XP_004531425.1
orth9313: Afra|m.17733 Asus|M.17733_R0 Bcor|m.37544 Bcur|XP_011194381.1 Bdor|XP_011213294.1 Blat|m.36607 Bole|XP_014088964.1 Bzon|m.48677 Ccap|XP_004520684.1
orth9316: Afra|m.17848 Bcor|m.10557 Bcur|XP_011196876.1 Bdor|XP_011211341.1 Blat|m.44237 Bole|XP_014087790.1 Btry|M.44237_R0 Bzon|m.43666 Ccap|XP_004537119.1
orth9317: Afra|m.1789 Bcor|m.49232 Bcur|XP_011185986.1 Bdor|XP_011212613.1 Blat|m.8653 Bole|XP_014088106.1 Btry|M.8653_R0 Bzon|m.3513 Ccap|XP_012156138.1
orth9319: Afra|m.18057 Bcor|m.2236 Bcur|XP_011194838.1 Bdor|XP_011206990.1 Bjar|m.15970 Blat|m.53367 Bole|XP_014089053.1 Bzon|m.3089 Ccap|XP_012161566.1
orth9320: Afra|m.18082 Asus|M.18082_R0 Bcor|m.12203 Bcur|XP_011189251.1 Bdor|XP_011199186.1 Blat|m.47626 Bole|XP_014093723.1 Bzon|m.50208 Ccap|XP_004520898.1
orth9321: Afra|m.184 Bcor|m.13611 Bcur|XP_011178194.1 Bdor|XP_011211554.1 Blat|m.6617 Bole|XP_014088291.1 Btry|M.6617_R0 Bzon|m.48716 Ccap|XP_004534389.1
orth9323: Afra|m.18605 Bcor|m.3928 Bcur|XP_011192295.1 Bdor|XP_011203481.1 Blat|m.49412 Bole|XP_014089984.1 Btry|M.49412_R0 Bzon|m.10676 Ccap|XP_012160485.1
orth9325: Afra|m.18722 Bcor|m.12815 Bcur|XP_011177524.1 Bdor|XP_011207107.1 Blat|m.6993 Bole|XP_014085590.1 Btry|M.6993_R0 Bzon|m.44260 Ccap|XP_004529460.1
orth9326: Afra|m.18791 Asus|M.18789_R0 Bcor|m.6017 Bcur|XP_011195707.1 Bdor|XP_011214592.1 Blat|m.56342 Bole|XP_014103772.1 Bzon|m.50491 Ccap|XP_004523783.1
orth9327: Afra|m.18813 Bcor|m.15472 Bcur|XP_011186493.1 Bdor|XP_011199588.1 Blat|m.38725 Bmin|m.21404 Bole|XP_014087153.1 Bzon|m.32111 Ccap|XP_012156940.1
orth9329: Afra|m.18960 Asus|M.18960_R0 Bcor|m.25909 Bcur|XP_011181821.1 Bdor|XP_011201538.1 Bmin|m.3497 Bole|XP_014087563.1 Bzon|m.43342 Ccap|XP_004535368.1
orth9330: Afra|m.19066 Bcor|m.35052 Bcur|XP_011188003.1 Bdor|XP_011214768.1 Blat|m.59758 Bmin|m.8368 Bole|XP_014098059.1 Bzon|m.44645 Ccap|XP_004523461.1
orth9331: Afra|m.19229 Asus|M.19229_R0 Bcor|m.13966 Bcur|XP_011196899.1 Bdor|XP_011208240.1 Blat|m.19129 Bole|XP_014087782.1 Btry|M.19129_R0 Ccap|XP_004518133.1
orth9332: Afra|m.1928 Asus|M.1928_R0 Bcor|m.24719 Bcur|XP_011182718.1 Bdor|XP_011214442.1 Blat|m.20214 Bole|XP_014102630.1 Bzon|m.33722 Ccap|XP_012162488.1
orth9333: Afra|m.19400 Aobl|m.4508 Asus|M.19400_R0 Bcor|m.43505 Bcur|XP_011190601.1 Bdor|XP_011207263.1 Bole|XP_014092278.1 Bzon|m.39535 Ccap|XP_004522615.2
orth9334: Afra|m.19403 Bcor|m.39743 Bcur|XP_011186647.1 Bdor|XP_011197478.1 Blat|m.629 Bole|XP_014091019.1 Btry|M.629_R0 Bzon|m.2156 Ccap|XP_012162353.1
orth9335: Afra|m.19484 Asus|M.19484_R0 Bcur|XP_011185686.1 Bdor|XP_011211299.1 Blat|m.33806 Bole|XP_014088922.1 Btry|M.33806_R0 Bzon|m.18567 Ccap|XP_012162050.1
orth9336: Afra|m.19543 Bcor|m.37582 Bcur|XP_011190223.1 Bdor|XP_011197198.1 Bjar|m.8448 Blat|m.1119 Bole|XP_014088677.1 Btry|M.1119_R0 Ccap|XP_004521524.1
orth9337: Afra|m.19573 Aobl|m.5096 Asus|M.19573_R0 Bcor|m.37982 Bcur|XP_011176989.1 Bdor|XP_011203214.1 Bmin|m.15511 Bole|XP_014093842.1 Ccap|XP_004520447.1
orth9339: Afra|m.19583 Asus|M.19583_R0 Bcor|m.16602 Bcur|XP_011194156.1 Bdor|XP_011212166.1 Blat|m.28020 Bole|XP_014086585.1 Btry|M.28020_R0 Ccap|XP_004523739.1
orth9340: Afra|m.19765 Asus|M.19765_R0 Bcor|m.11663 Bcur|XP_011180596.1 Bdor|XP_011209032.1 Blat|m.54601 Bole|XP_014089460.1 Bzon|m.47647 Ccap|XP_004518962.1
orth9341: Afra|m.19883 Bcor|m.14558 Bcur|XP_011185873.1 Bdor|XP_011212872.1 Blat|m.62300 Bole|XP_014094885.1 Btry|M.62300_R0 Bzon|m.31616 Ccap|XP_004524597.1
orth9342: Afra|m.20134 Bcor|m.33058 Bcur|XP_011177762.1 Bdor|XP_011214752.1 Bjar|m.5928 Blat|m.40443 Bole|XP_014095980.1 Bzon|m.6138 Ccap|XP_012159537.1
orth9343: Afra|m.20184 Asus|M.20184_R0 Bcor|m.2775 Bcur|XP_011176548.1 Bdor|XP_011208168.1 Bole|XP_014093943.1 Btry|M.24825_R0 Bzon|m.7365 Ccap|XP_004537081.1
orth9344: Afra|m.20268 Asus|M.20268_R0 Bcor|m.3853 Bcur|XP_011180171.1 Bdor|XP_011213228.1 Blat|m.55618 Bole|XP_014097180.1 Btry|M.55618_R0 Ccap|XP_004520317.1
orth9345: Afra|m.20272 Asus|M.20272_R0 Bcor|m.28755 Bcur|XP_011185973.1 Bdor|XP_011212641.1 Bjar|m.10605 Bole|XP_014088079.1 Bzon|m.43487 Ccap|XP_004523321.1
orth9346: Bjar|m.7355 Bmin|m.23077 Bcur|XP_011184337.1 Bdor|XP_011202662.1 Blat|m.26564 Bole|XP_014097329.1 Btry|M.26564_R0 Bzon|m.30804 Ccap|XP_012159312.1
orth9347: Afra|m.20518 Asus|M.20518_R0 Bcor|m.48015 Bcur|XP_011177437.1 Bdor|XP_011200718.1 Blat|m.25331 Bole|XP_014087466.1 Bzon|m.37948 Ccap|XP_004520115.1
orth9349: Afra|m.20699 Bcor|m.38549 Bcur|XP_011185421.1 Bdor|XP_011200004.1 Blat|m.16205 Bole|XP_014102083.1 Btry|M.16205_R0 Bzon|m.38626 Ccap|XP_004522836.1
orth9350: Afra|m.208 Asus|M.208_R0 Bcur|XP_011178485.1 Bdor|XP_011207767.1 Bjar|m.2957 Bmin|m.5149 Bole|XP_014086419.1 Bzon|m.38604 Ccap|XP_004530327.1
orth9351: Afra|m.20886 Asus|M.20886_R0 Bcor|m.21923 Bcur|XP_011184294.1 Bdor|XP_011212748.1 Bmin|m.4504 Bole|XP_014088637.1 Bzon|m.44351 Ccap|XP_004526753.1
orth9353: Afra|m.21156 Aobl|m.2254 Asus|M.21156_R0 Bcor|m.17073 Bcur|XP_011195486.1 Bdor|XP_011214274.1 Bole|XP_014099681.1 Bzon|m.4520 Ccap|XP_004534529.1
orth9354: Afra|m.21165 Asus|M.21165_R0 Bcor|m.23238 Bcur|XP_011176996.1 Bdor|XP_011203220.1 Bjar|m.17975 Bole|XP_014092163.1 Bzon|m.23175 Ccap|XP_012154597.1
orth9355: Afra|m.2124 Bcor|m.48917 Bcur|XP_011187955.1 Bdor|XP_011209098.1 Blat|m.25103 Bole|XP_014089224.1 Btry|M.25103_R0 Bzon|m.33219 Ccap|XP_012160644.1
orth9358: Afra|m.21388 Bcur|XP_011186198.1 Bdor|XP_011201352.1 Blat|m.41778 Bmin|m.6857 Bole|XP_014089382.1 Btry|M.41778_R0 Bzon|m.54426 Ccap|XP_012157389.1
orth9360: Afra|m.21473 Asus|M.21473_R0 Bcor|m.17437 Bcur|XP_011189297.1 Bdor|XP_011202557.1 Blat|m.56476 Bole|XP_014101126.1 Btry|M.56476_R0 Ccap|XP_012160381.1
orth9362: Afra|m.21760 Bcur|XP_011177373.1 Bdor|XP_011208570.1 Bjar|m.1616 Blat|m.46530 Bole|XP_014087702.1 Ccap|XP_012158918.1 Bzon|m.27043 Btry|M.46529_R0
orth9363: Afra|m.21768 Bcor|m.21968 Bcur|XP_011190308.1 Bdor|XP_011205186.1 Blat|m.41960 Bole|XP_014096898.1 Btry|M.41960_R0 Bzon|m.52534 Ccap|XP_004535849.1
orth9364: Afra|m.21968 Asus|M.21968_R0 Bcor|m.35004 Bcur|XP_011190917.1 Bdor|XP_011207555.1 Bjar|m.6897 Bole|XP_014097023.1 Bzon|m.44562 Ccap|XP_004525970.1
orth9365: Afra|m.22041 Bcur|XP_011190775.1 Bdor|XP_011197814.1 Bjar|m.16599 Blat|m.42475 Bole|XP_014088543.1 Btry|M.42475_R0 Bzon|m.22815 Ccap|XP_004521590.1
orth9366: Afra|m.22080 Bcor|m.19567 Bcur|XP_011179089.1 Bdor|XP_011211397.1 Blat|m.32910 Bole|XP_014103322.1 Btry|M.32910_R0 Bzon|m.22948 Ccap|XP_004519553.1
orth9367: Afra|m.22393 Bcor|m.8511 Bcur|XP_011190529.1 Bdor|XP_011213829.1 Blat|m.45257 Bole|XP_014089645.1 Btry|M.45257_R0 Bzon|m.52657 Ccap|XP_004521035.1
orth9368: Afra|m.22400 Asus|M.22400_R0 Bcor|m.630 Bcur|XP_011177982.1 Bdor|XP_011203326.1 Blat|m.6363 Bole|XP_014102755.1 Bzon|m.13694 Ccap|XP_012154816.1
orth9370: Afra|m.22577 Aobl|m.21800 Bcor|m.41408 Bcur|XP_011187254.1 Bdor|XP_011208370.1 Blat|m.18373 Bole|XP_014090146.1 Bzon|m.54808 Ccap|XP_004525039.1
orth9372: Afra|m.22621 Bcor|m.8333 Bcur|XP_011194201.1 Bdor|XP_011213145.1 Blat|m.41500 Bole|XP_014090877.1 Btry|M.41500_R0 Bzon|m.23041 Ccap|XP_004533898.1
orth9375: Afra|m.227 Aobl|m.29340 Bcor|m.35772 Bcur|XP_011185716.1 Bdor|XP_011210537.1 Blat|m.21360 Bole|XP_014092981.1 Btry|M.21360_R0 Ccap|XP_004521739.1
orth9376: Afra|m.22716 Aobl|m.6272 Bcor|m.39301 Bcur|XP_011183490.1 Bdor|XP_011210505.1 Blat|m.28884 Bole|XP_014103291.1 Bzon|m.27471 Ccap|XP_004537778.1
orth9377: Afra|m.22718 Bcor|m.51981 Bcur|XP_011177619.1 Bdor|XP_011205253.1 Blat|m.60541 Bole|XP_014100446.1 Btry|M.60541_R0 Bzon|m.20258 Ccap|XP_004536516.1
orth9378: Afra|m.22873 Bcor|m.17390 Bcur|XP_011178241.1 Bdor|XP_011211602.1 Blat|m.6845 Bole|XP_014089905.1 Btry|M.6845_R0 Bzon|m.45056 Ccap|XP_004536639.1
orth9379: Afra|m.22975 Aobl|m.2596 Asus|M.22975_R0 Bcor|m.40619 Bcur|XP_011184594.1 Bdor|XP_011206160.1 Bmin|m.3652 Bole|XP_014090281.1 Ccap|XP_004534772.1
orth9380: Afra|m.23036 Bcor|m.22619 Bcur|XP_011188123.1 Bdor|XP_011206285.1 Blat|m.12081 Bole|XP_014097315.1 Btry|M.12081_R0 Bzon|m.2900 Ccap|XP_004529149.1
orth9381: Afra|m.23319 Asus|M.23319_R0 Bcor|m.21423 Bcur|XP_011180235.1 Bdor|XP_011214532.1 Blat|m.48701 Bole|XP_014090508.1 Bzon|m.23437 Ccap|XP_012159729.1
orth9382: Afra|m.23364 Aobl|m.3777 Asus|M.23364_R0 Bcor|m.42401 Bcur|XP_011185320.1 Bdor|XP_011213457.1 Blat|m.56462 Bole|XP_014103702.1 Ccap|XP_012162313.1
orth9383: Afra|m.23441 Bcor|m.13664 Bcur|XP_011185438.1 Bdor|XP_011200025.1 Blat|m.14258 Bmin|m.26251 Bole|XP_014102279.1 Bzon|m.50217 Ccap|XP_004522824.1
orth9384: Bmin|m.15517 Bcor|m.46726 Bcur|XP_011193596.1 Bdor|XP_011202762.1 Blat|m.59474 Bole|XP_014086784.1 Btry|M.59474_R0 Bzon|m.6508 Ccap|XP_004523127.1
orth9385: Afra|m.23694 Asus|M.23694_R0 Bcor|m.6185 Bcur|XP_011188937.1 Bdor|XP_011212116.1 Blat|m.47815 Bole|XP_014100734.1 Bzon|m.19068 Ccap|XP_004530511.1
orth9386: Afra|m.23872 Asus|M.23872_R0 Bcor|m.15615 Bcur|XP_011183164.1 Bdor|XP_011209416.1 Bmin|m.10827 Bole|XP_014089689.1 Bzon|m.2744 Ccap|XP_004531108.1
orth9388: Afra|m.23887 Bcor|m.36906 Bcur|XP_011185532.1 Bdor|XP_011211149.1 Blat|m.44142 Bole|XP_014090041.1 Btry|M.44142_R0 Bzon|m.20635 Ccap|XP_004519585.1
orth9390: Afra|m.23949 Asus|M.23949_R0 Bcur|XP_011190019.1 Bdor|XP_011207064.1 Blat|m.21923 Bole|XP_014089045.1 Btry|M.21923_R0 Bzon|m.2890 Ccap|XP_012161558.1
orth9391: Afra|m.23964 Asus|M.23965_R0 Bcor|m.24473 Bcur|XP_011196769.1 Bdor|XP_011209940.1 Blat|m.59570 Bole|XP_014103677.1 Bzon|m.4436 Ccap|XP_004535822.1
orth9393: Afra|m.24060 Bcor|m.41860 Bcur|XP_011188641.1 Bdor|XP_011214350.1 Blat|m.22973 Bole|XP_014099761.1 Btry|M.22973_R0 Bzon|m.16276 Ccap|XP_012154733.1
orth9394: Afra|m.24289 Bcor|m.8834 Bcur|XP_011183746.1 Bdor|XP_011210932.1 Blat|m.48480 Bole|XP_014099539.1 Btry|M.48480_R0 Bzon|m.21479 Ccap|XP_004526899.1
orth9395: Afra|m.24301 Bcor|m.33223 Bcur|XP_011192962.1 Bdor|XP_011208755.1 Blat|m.19915 Bole|XP_014096225.1 Btry|M.19915_R0 Bzon|m.54951 Ccap|XP_004537593.1
orth9396: Bcor|m.26974 Bcur|XP_011181571.1 Bdor|XP_011205599.1 Blat|m.58521 Bmin|m.24767 Bole|XP_014086113.1 Btry|M.58521_R0 Bzon|m.35196 Ccap|XP_004533545.1
orth9397: Afra|m.24616 Bcor|m.7187 Bcur|XP_011181752.1 Bdor|XP_011201469.1 Blat|m.40595 Bmin|m.25310 Bole|XP_014087654.1 Btry|M.40595_R0 Ccap|XP_004535370.1
orth9398: Afra|m.24741 Asus|M.24741_R0 Bcor|m.16884 Bcur|XP_011183519.1 Bdor|XP_011201764.1 Blat|m.43278 Bole|XP_014096796.1 Bzon|m.35597 Ccap|XP_012160031.1
orth9400: Afra|m.25050 Bcor|m.41070 Bcur|XP_011177534.1 Bdor|XP_011207120.1 Blat|m.22079 Bole|XP_014101128.1 Btry|M.22079_R0 Bzon|m.20988 Ccap|XP_004529471.1
orth9401: Afra|m.25093 Bcor|m.36064 Bcur|XP_011178521.1 Bdor|XP_011205780.1 Blat|m.34693 Bole|XP_014098452.1 Btry|M.34693_R0 Bzon|m.46474 Ccap|XP_004522055.1
orth9402: Afra|m.25145 Bcor|m.25414 Bcur|XP_011190525.1 Bdor|XP_011213826.1 Blat|m.7579 Bole|XP_014089642.1 Btry|M.7579_R0 Bzon|m.33689 Ccap|XP_004521038.1
orth9403: Afra|m.25293 Aobl|m.6413 Bcor|m.5210 Bcur|XP_011190110.1 Bdor|XP_011201762.1 Blat|m.43782 Bole|XP_014098878.1 Bzon|m.19779 Ccap|XP_004531487.2
orth9404: Afra|m.25379 Bcor|m.2369 Bcur|XP_011180523.1 Bdor|XP_011201150.1 Bjar|m.2058 Blat|m.45025 Bole|XP_014085312.1 Btry|M.45025_R0 Ccap|XP_004529859.1
orth9405: Afra|m.2544 Aobl|m.3653 Bcor|m.46942 Bcur|XP_011186859.1 Bdor|XP_011201293.1 Blat|m.59514 Bole|XP_014091754.1 Bzon|m.4772 Ccap|XP_004525636.1
orth9406: Afra|m.25494 Bcor|m.36695 Bcur|XP_011181070.1 Bdor|XP_011205346.1 Blat|m.45020 Bmin|m.8388 Bole|XP_014099244.1 Bzon|m.6650 Ccap|XP_004533663.1
orth9407: Afra|m.25496 Aobl|m.23905 Bcor|m.35030 Bcur|XP_011188199.1 Bdor|XP_011201194.1 Blat|m.27823 Bole|XP_014095937.1 Bzon|m.5027 Ccap|XP_004522181.1
orth9408: Afra|m.25704 Asus|M.25704_R0 Bcor|m.25315 Bcur|XP_011190820.1 Bdor|XP_011202142.1 Blat|m.11028 Bole|XP_014093829.1 Btry|M.11028_R0 Ccap|XP_004526439.1
orth9409: Afra|m.25807 Aobl|m.9465 Bcor|m.6362 Bcur|XP_011187969.1 Blat|m.29829 Bole|XP_014101725.1 Ccap|XP_012160656.1 Bdor|XP_011209150.1 Bzon|m.6915
orth9413: Afra|m.26116 Bcor|m.3093 Bcur|XP_011186004.1 Bdor|XP_011212595.1 Blat|m.56514 Bole|XP_014088112.1 Btry|M.56514_R0 Bzon|m.44908 Ccap|XP_004523486.1
orth9414: Afra|m.26126 Asus|M.26126_R0 Bcur|XP_011185744.1 Bdor|XP_011210578.1 Blat|m.43078 Bole|XP_014086921.1 Btry|M.43078_R0 Ccap|XP_012155357.1 Bmin|m.2207
orth9415: Bmin|m.16964 Bcor|m.19552 Bcur|XP_011197131.1 Bdor|XP_011211393.1 Blat|m.45122 Bole|XP_014098084.1 Btry|M.45122_R0 Bzon|m.30829 Ccap|XP_004518086.1
orth9416: Afra|m.26379 Aobl|m.8689 Asus|M.26379_R0 Bcor|m.3106 Bcur|XP_011186557.1 Bdor|XP_011214010.1 Bole|XP_014102617.1 Bzon|m.54586 Ccap|XP_004522782.1
orth9417: Afra|m.26385 Asus|M.26385_R0 Bcor|m.36557 Bcur|XP_011180623.1 Bdor|XP_011208985.1 Bole|XP_014089921.1 Btry|M.54605_R0 Bzon|m.35425 Ccap|XP_004518946.1
orth9418: Afra|m.2652 Bcor|m.25068 Bcur|XP_011188630.1 Bdor|XP_011214342.1 Blat|m.21393 Bole|XP_014099266.1 Btry|M.21393_R0 Bzon|m.26598 Ccap|XP_004520808.1
orth9419: Afra|m.26607 Aobl|m.2014 Asus|M.26607_R0 Bcur|XP_011187592.1 Bdor|XP_011213723.1 Blat|m.64758 Bole|XP_014100052.1 Btry|M.64758_R0 Ccap|XP_012161813.1
orth9420: Afra|m.26611 Bcor|m.31072 Bcur|XP_011178157.1 Bdor|XP_011211527.1 Bjar|m.10866 Blat|m.10420 Bole|XP_014099291.1 Bzon|m.29518 Ccap|XP_004534324.1
orth9421: Afra|m.26726 Asus|M.26726_R0 Bcor|m.37907 Bcur|XP_011192262.1 Bdor|XP_011204122.1 Bmin|m.1035 Bole|XP_014086204.1 Bzon|m.39160 Ccap|XP_004521307.1
orth9422: Afra|m.26770 Asus|M.26770_R0 Bcor|m.32558 Bcur|XP_011178290.1 Bdor|XP_011211648.1 Blat|m.19882 Bole|XP_014089859.1 Btry|M.19882_R0 Ccap|XP_004536610.1
orth9424: Afra|m.26854 Asus|M.26854_R0 Bcor|m.18880 Bcur|XP_011189388.1 Bdor|XP_011199954.1 Blat|m.34093 Bole|XP_014100612.1 Btry|M.34093_R0 Ccap|XP_004521703.1
orth9426: Afra|m.26959 Asus|M.26959_R0 Bcur|XP_011190271.1 Bdor|XP_011214813.1 Blat|m.62368 Bole|XP_014085336.1 Btry|M.62364_R0 Bzon|m.50235 Ccap|XP_004525119.1
orth9427: Afra|m.26960 Asus|M.26960_R0 Bcor|m.49051 Bcur|XP_011190423.1 Bdor|XP_011203541.1 Blat|m.10853 Bole|XP_014094489.1 Bzon|m.17606 Ccap|XP_004531659.1
orth9428: Afra|m.27005 Asus|M.27005_R0 Bcor|m.20609 Bcur|XP_011194666.1 Bdor|XP_011201197.1 Blat|m.6075 Bole|XP_014097917.1 Bzon|m.50234 Ccap|XP_012161863.1
orth9429: Afra|m.27017 Asus|M.27017_R0 Bcur|XP_011181350.1 Bdor|XP_011207299.1 Blat|m.29491 Bmin|m.8410 Bole|XP_014097034.1 Btry|M.29491_R0 Ccap|XP_012154583.1
orth9430: Afra|m.27097 Asus|M.27097_R0 Bcor|m.27851 Bcur|XP_011176740.1 Bdor|XP_011211979.1 Blat|m.35720 Bole|XP_014086582.1 Btry|M.35720_R0 Ccap|XP_004523653.1
orth9431: Aobl|m.5036 Blat|m.12854 Btry|M.12854_R0 Bcur|XP_011189238.1 Bdor|XP_011210958.1 Bmin|m.35 Bole|XP_014093728.1 Bzon|m.13376 Ccap|XP_012154894.1
orth9432: Afra|m.27224 Aobl|m.4375 Asus|M.27224_R0 Bcor|m.40520 Bcur|XP_011190884.1 Bdor|XP_011207531.1 Bole|XP_014097883.1 Bzon|m.52865 Ccap|XP_004535739.1
orth9433: Afra|m.27296 Bcor|m.33022 Bcur|XP_011188659.1 Bdor|XP_011206045.1 Blat|m.2533 Bole|XP_014099595.1 Btry|M.2533_R0 Bzon|m.6506 Ccap|XP_012154861.1
orth9434: Afra|m.27427 Bcor|m.51520 Bcur|XP_011191467.1 Bdor|XP_011210705.1 Blat|m.17398 Bole|XP_014099441.1 Btry|M.17398_R0 Bzon|m.13383 Ccap|XP_004521939.1
orth9435: Afra|m.27463 Bcor|m.24496 Bcur|XP_011184090.1 Bdor|XP_011203858.1 Blat|m.56495 Bole|XP_014091404.1 Btry|M.56495_R0 Bzon|m.53881 Ccap|XP_004519793.2
orth9437: Afra|m.27521 Aobl|m.19709 Asus|M.27521_R0 Bcor|m.41707 Bcur|XP_011177701.1 Bdor|XP_011199733.1 Bole|XP_014092376.1 Bzon|m.41130 Ccap|XP_004530996.1
orth9438: Afra|m.27610 Bcur|XP_011191685.1 Bdor|XP_011204888.1 Bmin|m.841 Bole|XP_014092158.1 Bzon|m.49487 Blat|m.50506 Btry|M.50506_R0 Ccap|XP_004535914.1
orth9440: Afra|m.27822 Asus|M.27822_R0 Bcor|m.1705 Bcur|XP_011182418.1 Bdor|XP_011197482.1 Blat|m.17560 Bole|XP_014098491.1 Btry|M.17560_R0 Ccap|XP_012162946.1
orth9442: Afra|m.27957 Aobl|m.2577 Asus|M.27957_R0 Bcur|XP_011190112.1 Bdor|XP_011201751.1 Bole|XP_014092940.1 Btry|M.46107_R0 Bzon|m.42328 Ccap|XP_012159813.1
orth9443: Afra|m.27968 Asus|M.27968_R0 Bcor|m.42073 Bcur|XP_011184894.1 Bdor|XP_011203888.1 Blat|m.62239 Bole|XP_014097240.1 Bzon|m.25415 Ccap|XP_012158598.1
orth9445: Afra|m.28115 Bcor|m.16549 Bcur|XP_011177482.1 Bdor|XP_011207078.1 Blat|m.35164 Bole|XP_014085598.1 Btry|M.35164_R0 Bzon|m.3792 Ccap|XP_012158715.1
orth9446: Afra|m.28116 Bcor|m.24522 Bcur|XP_011191723.1 Bdor|XP_011214619.1 Blat|m.56367 Bole|XP_014085340.1 Btry|M.56367_R0 Bzon|m.23198 Ccap|XP_004524975.1
orth9447: Afra|m.28138 Asus|M.28138_R0 Bcor|m.25724 Bcur|XP_011182925.1 Bdor|XP_011203686.1 Bmin|m.7135 Bole|XP_014096179.1 Bzon|m.4369 Ccap|XP_012158003.1
orth9448: Afra|m.28184 Asus|M.28184_R0 Bcor|m.32790 Bcur|XP_011182709.1 Bdor|XP_011214432.1 Blat|m.61744 Bole|XP_014102695.1 Bzon|m.48445 Ccap|XP_004519303.1
orth9449: Afra|m.28344 Bcor|m.36653 Bcur|XP_011189068.1 Bdor|XP_011201172.1 Blat|m.2729 Bole|XP_014085195.1 Btry|M.2729_R0 Bzon|m.772 Ccap|XP_012158922.1
orth9450: Afra|m.28590 Bcor|m.28367 Bcur|XP_011182095.1 Blat|m.62381 Bole|XP_014086610.1 Btry|M.62381_R0 Bzon|m.35691 Ccap|XP_004520472.1 Bdor|XP_011212368.1
orth9451: Afra|m.28593 Asus|M.28593_R0 Bcor|m.20547 Bcur|XP_011187999.1 Bdor|XP_011214771.1 Blat|m.22995 Bole|XP_014098001.1 Bzon|m.2862 Ccap|XP_012156183.1
orth9452: Afra|m.28606 Asus|M.28606_R0 Bcor|m.27261 Bcur|XP_011182549.1 Bdor|XP_011202672.1 Blat|m.51378 Bmin|m.14490 Bole|XP_014092779.1 Ccap|XP_004534190.1
orth9453: Afra|m.28726 Aobl|m.12849 Asus|M.28722_R0 Bcor|m.43494 Bcur|XP_011185357.1 Bdor|XP_011213427.1 Bole|XP_014099401.1 Bzon|m.26165 Ccap|XP_004521631.1
orth9454: Afra|m.28741 Bcor|m.11194 Bcur|XP_011192490.1 Bdor|XP_011202909.1 Blat|m.47137 Bole|XP_014093992.1 Btry|M.47137_R0 Bzon|m.16963 Ccap|XP_012159983.1
orth9455: Afra|m.289 Asus|M.289_R0 Bcur|XP_011190516.1 Bdor|XP_011213362.1 Bjar|m.3636 Blat|m.58251 Bole|XP_014089652.1 Btry|M.58251_R0 Ccap|XP_004521080.1
orth9456: Afra|m.28907 Bcor|m.9049 Bcur|XP_011188649.1 Bdor|XP_011214358.1 Blat|m.2736 Bole|XP_014099538.1 Btry|M.2736_R0 Bzon|m.27932 Ccap|XP_004520582.1
orth9457: Bmin|m.5572 Bcor|m.30468 Bcur|XP_011183959.1 Bdor|XP_011203737.1 Blat|m.22558 Bole|XP_014089563.1 Btry|M.22558_R0 Bzon|m.12220 Ccap|XP_004537334.1
orth9458: Afra|m.29103 Aobl|m.8437 Asus|M.29103_R0 Bcur|XP_011192926.1 Bdor|XP_011211476.1 Bmin|m.9879 Bole|XP_014085847.1 Bzon|m.2116 Ccap|XP_004534274.1
orth9459: Afra|m.2923 Bcor|m.39026 Bcur|XP_011195881.1 Bdor|XP_011214613.1 Blat|m.31081 Bole|XP_014092963.1 Bzon|m.44101 Ccap|XP_012157210.1 Btry|M.31081_R0
